,Generator F,Generator G,Discriminator F,Discriminator G
0,8.43,2.092589500225268,0.09968991004241223,0.2928978534134478
1,6.304789976858578,3.9238102093261826,0.14858255020987168,0.32270020557198875
2,4.1802132452297425,7.13,0.15081975739697231,0.2936803923967861
3,2.7628216408799107,2.6455546658861437,0.19769116308997983,0.33518353960847236
4,5.623137683648323,1.5056533158204022,0.21719089583672144,0.34362341420657094
5,3.21117197859628,2.897426251713034,0.16797677206431186,0.29799738304089524
6,5.082728961788135,1.2481070884451226,0.22961920690037524,0.3572258355533609
7,6.069914796064962,2.5471551904844474,0.21030614670699568,0.31170004917838884
8,1.6218373536339141,2.959609133975783,0.19503252270264074,0.343508107244349
9,2.4174315719197197,3.130520151407631,0.24638659009419636,0.44897204370349064
10,2.0367436873532068,3.464064370599587,0.22302790947492326,0.3013399498123805
11,5.893960997206403,3.073253152220853,0.26930286256007147,0.3919613105781784
12,4.591969776243973,2.5724201654642,0.23308519849009324,0.40458008211941593
13,2.5079281755673395,2.057298721506686,0.25599246011079835,0.3106964113747205
14,1.5418138751971948,1.1868688439593444,0.21170368255766878,0.30243525039317715
15,1.4817707552811301,2.981635332214864,0.23816758648835906,0.3181548764982151
16,4.077349630318384,1.8849683308076184,0.27303705474702766,0.31114391208016484
17,5.393955173259539,1.0920078286040835,0.21922051063132234,0.36485122774268247
18,1.8194932594017195,3.644247475561704,0.3445269472829477,0.371855295411038
19,2.878733982607846,1.8837124879054394,0.22199506035530184,0.3817262204485804
20,2.1640418282745606,0.721933629154848,0.23205921407864244,0.22321480683860154
21,1.9915734745253282,2.6690728827299703,0.27928520126122947,0.19935221783709856
22,1.9788117154259932,2.018310360658459,0.3192623053211359,0.23445081292787665
23,1.0687486603039686,1.454649936836589,0.2615365169360133,0.1987869082568414
24,1.5042562730596418,3.2379620238075546,0.2628316405952673,0.21104006405036518
25,1.5971222205901985,2.8375907865864427,0.28108238697549465,0.21780305718540988
26,1.1855612596833087,2.178177859641089,0.3272601436822656,0.23996189732739512
27,2.0841553807064686,2.255225473398082,0.2493776086926338,0.19678313444402734
28,3.0797395368054326,1.3874316778990066,0.25349889206801474,0.20262687835375442
29,1.8856547844355063,1.3597237484262472,0.4271341604642246,0.2514943278093892
30,1.7295868242238626,2.8261698280354115,0.3054360287952784,0.23218715307406482
31,2.8046228969942937,2.676838092469066,0.24701363468079457,0.2024651958931231
32,5.187303993388055,2.792952747231529,0.3082957272746454,0.3332742584798683
33,1.3924155294529914,1.8724954789894424,0.3582425897257579,0.22536007534970148
34,1.0536809077293992,2.675571693709288,0.2860984102912516,0.2321408445627717
35,2.2428203626453893,2.0630625475792215,0.2785420759511626,0.2303668307645326
36,1.6459653324077976,2.626663427067796,0.35218226463064367,0.30969753427551855
37,2.1011000780337765,1.2742869792016698,0.31323303779771083,0.22102340796907943
38,2.972767595911594,1.798617056551141,0.31155957658031164,0.33980479170030564
39,1.27025984412798,0.6362056027260374,0.2916893184819394,0.26166477132419097
40,4.499469578105372,1.4905237759437888,0.4030463955485805,0.31544025412560406
41,1.255478153546519,0.7686346951595546,0.2963641519978665,0.24310493287321527
42,1.1079451703830507,2.3666221429976853,0.3213878762311007,0.32221399729039385
